country,ecosystem,activity,activity_type,project_size_filter,project_size_ha,price_type,country_size_ha,country_code,base_size,project_name,total_cost_npv,total_cost,total_weighted_cost_npv,total_weighted_cost,capex_npv,capex,opex_npv,opex,country_abatement_potential,project_abatement_potential,cost_per_tco2e,cost_per_tco2e_npv,feasibility_analysis_npv,feasibility_analysis,conservation_planning_npv,conservation_planning,data_collection_npv,data_collection,community_representation_npv,community_representation,blue_carbon_project_planning_npv,blue_carbon_project_planning,establishing_carbon_rights_npv,establishing_carbon_rights,validation_npv,validation,implementation_labor_npv,implementation_labor,monitoring_maintenance_npv,monitoring_maintenance,community_benefit_npv,community_benefit,carbon_standard_fees_npv,carbon_standard_fees,baseline_reassessment_npv,baseline_reassessment,mrv_npv,mrv,long_term_project_operating_npv,long_term_project_operating,initial_price_assumption,leftover_after_opex,leftover_after_opex_npv,total_revenue,total_revenue_npv,credits_issued,monitoring_npv,maintenance_npv,monitoring,maintenance
United States,Mangrove,Restoration,Planting,Small,100,Opex breakeven,947084624.2706754,USA,500,United States Mangrove Restoration Planting Small,5561095,7574527,0.005871803698938151,0.007997729881670227,2732701,2990267,2828394,4584260,166593,20682,336,336,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,1256774,1413700,808225,1210284,141420,238667,1999,3309,75812,120000,223062,400000,1577877,2612000,245.8387477215931,189088,0,4773348,2828394,16546,517703,290522,857000,353284
United States,Mangrove,Restoration,Hydrology,Small,100,Opex breakeven,947084624.2706754,USA,500,United States Mangrove Restoration Hydrology Small,16180950,19759624,0.0170850097080401,0.02086363086637201,11273022,12596967,4907928,7162657,166593,34470,587,587,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,9797095,11020400,2782449,3610998,245396,414144,3332,5515,75812,120000,223062,400000,1577877,2612000,255.9527400930238,1120221,0,8282878,4907928,27576,517703,2264746,857000,2753998
United States,Mangrove,Restoration,Hybrid,Small,100,Opex breakeven,947084624.2706754,USA,500,United States Mangrove Restoration Hybrid Small,15338035,18792530,0.01619499948255565,0.01984250352968366,10595073,11834367,4742961,6958163,166593,34470,556,556,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,9119147,10257800,2625731,3420424,237148,400224,3332,5515,75812,120000,223062,400000,1577877,2612000,247.3495993095017,1046309,0,8004472,4742961,27576,517703,2108028,857000,2563424
United States,Mangrove,Restoration,Planting,Small,100,Market price,947084624.2706754,USA,500,United States Mangrove Restoration Planting Small,5436933,7364984,0.005740704537555804,0.007776479325352343,2732701,2990267,2704232,4374718,166593,20682,329,329,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,1256774,1413700,808225,1210284,17258,29125,1999,3309,75812,120000,223062,400000,1577877,2612000,30,-3792221,-2359080,582497,345152,16546,517703,290522,857000,353284
United States,Mangrove,Restoration,Hydrology,Small,100,Market price,947084624.2706754,USA,500,United States Mangrove Restoration Hydrology Small,15964316,19394021,0.01685627196439145,0.02047760094820969,11273022,12596967,4691294,6797055,166593,34470,579,579,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,9797095,11020400,2782449,3610998,28763,48541,3332,5515,75812,120000,223062,400000,1577877,2612000,30,-5826226,-4116040,970829,575254,27576,517703,2264746,857000,2753998
United States,Mangrove,Restoration,Hybrid,Small,100,Market price,947084624.2706754,USA,500,United States Mangrove Restoration Hybrid Small,15129649,18440848,0.01597497056997514,0.01947117240362846,10595073,11834367,4534576,6606481,166593,34470,549,549,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,9119147,10257800,2625731,3420424,28763,48541,3332,5515,75812,120000,223062,400000,1577877,2612000,30,-5635652,-3959322,970829,575254,27576,517703,2108028,857000,2563424
United States,Mangrove,Restoration,Planting,Medium,500,Opex breakeven,947084624.2706754,USA,500,United States Mangrove Restoration Planting Medium,11669239,14760062,0.012321221040819,0.01558473405833859,7638954,8645067,4030286,6114996,166593,100824,145,145,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,6163027,7068500,1942380,2623418,201514,343446,9641,16132,75812,120000,223062,400000,1577877,2612000,72.31678626251528,753919,0,6868915,4030286,80659,517703,1424677,857000,1766418
United States,Mangrove,Restoration,Hydrology,Medium,500,Opex breakeven,947084624.2706754,USA,500,United States Mangrove Restoration Hydrology Medium,63747260,75676890,0.06730893772992046,0.07990509829919026,49519375,56678567,14227884,18998323,166593,168040,474,474,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,48043449,55102000,11623671,14626990,711394,1212447,16069,26886,75812,120000,223062,400000,1577877,2612000,153.1774595828782,5250612,0,24248935,14227884,134432,517703,11105968,857000,13769990
United States,Mangrove,Restoration,Hybrid,Medium,500,Opex breakeven,947084624.2706754,USA,500,United States Mangrove Restoration Hybrid Medium,59613734,70842084,0.06294446396055363,0.0748001627146609,46194820,52865567,13418915,17976517,166593,168040,443,443,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,44718893,51289000,10855150,13674121,670946,1143509,16069,26886,75812,120000,223062,400000,1577877,2612000,144.4680887082234,4893671,0,22870188,13418915,134432,517703,10337447,857000,12817121
United States,Mangrove,Restoration,Planting,Medium,500,Market price,947084624.2706754,USA,500,United States Mangrove Restoration Planting Medium,11551321,14559092,0.0121967147433054,0.01537253549144203,7638954,8645067,3912368,5914026,166593,100824,143,143,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,6163027,7068500,1942380,2623418,83596,142476,9641,16132,75812,120000,223062,400000,1577877,2612000,30,-3064515,-2240438,2849511,1671930,80659,517703,1424677,857000,1766418
United States,Mangrove,Restoration,Hydrology,Medium,500,Market price,947084624.2706754,USA,500,United States Mangrove Restoration Hydrology Medium,63175193,74701902,0.06670490828488482,0.0788756359100708,49519375,56678567,13655818,18023335,166593,168040,470,470,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,48043449,55102000,11623671,14626990,139327,237459,16069,26886,75812,120000,223062,400000,1577877,2612000,30,-13274150,-10869269,4749185,2786549,134432,517703,11105968,857000,13769990
United States,Mangrove,Restoration,Hybrid,Medium,500,Market price,947084624.2706754,USA,500,United States Mangrove Restoration Hybrid Medium,59082116,69936033,0.06238314347622057,0.0738434889636772,46194820,52865567,12887296,17070467,166593,168040,439,439,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,44718893,51289000,10855150,13674121,139327,237459,16069,26886,75812,120000,223062,400000,1577877,2612000,30,-12321282,-10100747,4749185,2786549,134432,517703,10337447,857000,12817121
United States,Mangrove,Restoration,Planting,Large,1000,Opex breakeven,947084624.2706754,USA,500,United States Mangrove Restoration Planting Large,18839503,23817230,0.01989210099837467,0.02514794284443274,13413981,15793567,5425522,8023663,166593,191307,123,123,100000,100000,629559,667067,153925,160000,351049,379500,88900,100000,185006,200000,44450,50000,11861092,14137000,3259573,4389836,271276,471218,17922,30609,75812,120000,223062,400000,1577877,2612000,51.94083338444263,1400696,0,9424359,5425522,153046,517703,2741870,857000,3532836
United States,Mangrove,Restoration,Hydrology,Large,1000,Opex breakeven,947084624.2706754,USA,500,United States Mangrove Restoration Hydrology Large,119066137,145616287,0.1257185830587099,0.153752139215791,94015207,111860567,25050930,33755721,166593,318846,467,467,100000,100000,629559,667067,153925,160000,351049,379500,88900,100000,185006,200000,44450,50000,92462318,110204000,21891762,28396980,1252546,2175726,29870,51015,75812,120000,223062,400000,1577877,2612000,143.8939308920546,9758791,0,43514512,25050930,255077,517703,21374059,857000,27539980
United States,Mangrove,Restoration,Hybrid,Large,1000,Opex breakeven,947084624.2706754,USA,500,United States Mangrove Restoration Hybrid Large,111110935,135949329,0.117318909158264,0.143545070330638,87616913,104234567,23494022,31714762,166593,318846,436,436,100000,100000,629559,667067,153925,160000,351049,379500,88900,100000,185006,200000,44450,50000,86064024,102578000,20412700,26491242,1174701,2040505,29870,51015,75812,120000,223062,400000,1577877,2612000,134.950966986269,9095337,0,40810099,23494022,255077,517703,19894997,857000,25634242
United States,Mangrove,Restoration,Planting,Large,1000,Market price,947084624.2706754,USA,500,United States Mangrove Restoration Planting Large,18724911,23618178,0.01977110653065406,0.02493776943975596,13413981,15793567,5310930,7824612,166593,191307,122,122,100000,100000,629559,667067,153925,160000,351049,379500,88900,100000,185006,200000,44450,50000,11861092,14137000,3259573,4389836,156684,272166,17922,30609,75812,120000,223062,400000,1577877,2612000,30,-2381288,-2177256,5443324,3133674,153046,517703,2741870,857000,3532836
United States,Mangrove,Restoration,Hydrology,Large,1000,Market price,947084624.2706754,USA,500,United States Mangrove Restoration Hydrology Large,118074730,143894172,0.1246717843095871,0.1519338064545278,94015207,111860567,24059523,32033605,166593,318846,463,463,100000,100000,629559,667067,153925,160000,351049,379500,88900,100000,185006,200000,44450,50000,92462318,110204000,21891762,28396980,261140,453610,29870,51015,75812,120000,223062,400000,1577877,2612000,30,-22961399,-18836732,9072206,5222791,255077,517703,21374059,857000,27539980
United States,Mangrove,Restoration,Hybrid,Large,1000,Market price,947084624.2706754,USA,500,United States Mangrove Restoration Hybrid Large,110197373,134362434,0.1163543047537701,0.1418695125617406,87616913,104234567,22580461,30127868,166593,318846,432,432,100000,100000,629559,667067,153925,160000,351049,379500,88900,100000,185006,200000,44450,50000,86064024,102578000,20412700,26491242,261140,453610,29870,51015,75812,120000,223062,400000,1577877,2612000,30,-21055662,-17357670,9072206,5222791,255077,517703,19894997,857000,25634242
United States,Mangrove,Conservation,,Small,4000,Opex breakeven,947084624.2706754,USA,20000,United States Mangrove Conservation  Small,4051565,5897409,0.004277933456178746,0.006226908186310634,1475926,1576567,2575639,4320842,1717203,593433,9,9,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,0,0,517703,857000,128782,236893,52404,94949,75812,120000,223062,400000,1577877,2612000,8.241885278142687,417021,0,4737863,2575639,474746,517703,0,857000,0
United States,Mangrove,Conservation,,Small,4000,Market price,947084624.2706754,USA,20000,United States Mangrove Conservation  Small,4391542,6522794,0.00463690560215969,0.006887234606963479,1475926,1576567,2915616,4946227,1717203,593433,9,9,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,0,0,517703,857000,468759,862278,52404,94949,75812,120000,223062,400000,1577877,2612000,30,12299328,6459565,17245555,9375181,474746,517703,0,857000,0
United States,Mangrove,Conservation,,Medium,20000,Opex breakeven,947084624.2706754,USA,20000,United States Mangrove Conservation  Medium,4272212,6297500,0.004510908413585446,0.006649353013042036,1475926,1576567,2796286,4720933,1717203,2967165,2,2,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,0,0,517703,857000,139814,257187,262018,474746,75812,120000,223062,400000,1577877,2612000,1.789588287378787,422807,0,5143740,2796286,2373732,517703,0,857000,0
United States,Mangrove,Conservation,,Medium,20000,Market price,947084624.2706754,USA,20000,United States Mangrove Conservation  Medium,6476193,10351702,0.006838029922602897,0.010930070803305,1475926,1576567,5000267,8775135,1717203,2967165,3,3,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,0,0,517703,857000,2343795,4311389,262018,474746,75812,120000,223062,400000,1577877,2612000,30,77452639,41875640,86227774,46875907,2373732,517703,0,857000,0
United States,Mangrove,Conservation,,Large,40000,Opex breakeven,947084624.2706754,USA,20000,United States Mangrove Conservation  Large,5918079,8832443,0.006248733057573767,0.009325927983258759,1885803,2013083,4032276,6819359,1717203,5934329,1,1,100000,100000,786949,833833,153925,160000,526574,569250,88900,100000,185006,200000,44450,50000,0,0,1035406,1714000,201614,370867,524036,949493,75812,120000,223062,400000,1972346,3265000,1.290303216490297,597973,0,7417332,4032276,4747464,1035406,0,1714000,0
United States,Mangrove,Conservation,,Large,40000,Market price,947084624.2706754,USA,20000,United States Mangrove Conservation  Large,10404056,17084353,0.01098534991845305,0.01803888751034914,1885803,2013083,8518252,15071270,1717203,5934329,2,2,100000,100000,786949,833833,153925,160000,526574,569250,88900,100000,185006,200000,44450,50000,0,0,1035406,1714000,4687591,8622777,524036,949493,75812,120000,223062,400000,1972346,3265000,30,157384279,85233561,172455549,93751813,4747464,1035406,0,1714000,0
United States,Seagrass,Restoration,Planting,Small,100,Opex breakeven,947084624.2706754,USA,500,United States Seagrass Restoration Planting Small,8276935,10689493,0.008739382720286317,0.01128673481340877,4918563,5449065,3358372,5240428,104601,1892,5468,5468,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,3442637,3872498,1313520,1824737,167919,283388,183,303,75812,120000,223062,400000,1577877,2612000,3190.862416995147,427339,0,5667767,3358372,1514,517703,795817,857000,967737
United States,Seagrass,Restoration,Planting,Small,100,Market price,947084624.2706754,USA,500,United States Seagrass Restoration Planting Small,8110595,10408769,0.008563748995762394,0.01099032624251029,4918563,5449065,3192032,4959704,104601,1892,5358,5358,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,3442637,3872498,1313520,1824737,1579,2664,183,303,75812,120000,223062,400000,1577877,2612000,30,-4906417,-3160457,53287,31575,1514,517703,795817,857000,967737
United States,Seagrass,Restoration,Planting,Medium,500,Opex breakeven,947084624.2706754,USA,500,United States Seagrass Restoration Planting Medium,24987456,30333148,0.02638355154297027,0.03202791727651449,18358086,20939056,6629370,9394092,104601,9224,3386,3386,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,16882160,19362490,4420269,5695686,331468,564930,882,1476,75812,120000,223062,400000,1577877,2612000,1300.30253989035,1904507,0,11298599,6629370,7379,517703,3902566,857000,4838686
United States,Seagrass,Restoration,Planting,Medium,500,Market price,947084624.2706754,USA,500,United States Seagrass Restoration Planting Medium,24663635,29781252,0.02604163806269456,0.03144518582268585,18358086,20939056,6305549,8842196,104601,9224,3342,3342,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,16882160,19362490,4420269,5695686,7647,13034,882,1476,75812,120000,223062,400000,1577877,2612000,30,-8581520,-6152599,260676,152950,7379,517703,3902566,857000,4838686
United States,Seagrass,Restoration,Planting,Large,1000,Opex breakeven,947084624.2706754,USA,500,United States Seagrass Restoration Planting Large,44471766,54956430,0.04695648610518466,0.05802694774220464,34043555,40381546,10428211,14574884,104601,17501,3176,3176,100000,100000,629559,667067,153925,160000,351049,379500,88900,100000,185006,200000,44450,50000,32490666,38724979,8028410,10534372,521411,905712,1640,2800,75812,120000,223062,400000,1577877,2612000,1091.304802526041,3539354,0,18114238,10428211,14001,517703,7510707,857000,9677372
United States,Seagrass,Restoration,Planting,Large,1000,Market price,947084624.2706754,USA,500,United States Seagrass Restoration Planting Large,43964689,54075616,0.04642107777206924,0.05709692102925035,34043555,40381546,9921134,13694070,104601,17501,3140,3140,100000,100000,629559,667067,153925,160000,351049,379500,88900,100000,185006,200000,44450,50000,32490666,38724979,8028410,10534372,14334,24898,1640,2800,75812,120000,223062,400000,1577877,2612000,30,-13196109,-9634462,497961,286672,14001,517703,7510707,857000,9677372
United States,Seagrass,Conservation,,Small,400,Opex breakeven,947084624.2706754,USA,2000,United States Seagrass Conservation  Small,3996456,5806719,0.004219745414067474,0.006131151167691693,1475926,1576567,2520529,4230152,104904,582,8585,8585,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,0,0,517703,857000,126026,241059,49,93,75812,120000,223062,400000,1577877,2612000,8430.20004951729,591024,0,4821176,2520529,466,517703,0,857000,0
United States,Seagrass,Conservation,,Small,400,Market price,947084624.2706754,USA,2000,United States Seagrass Conservation  Small,3870878,5566518,0.004087151138137059,0.005877529692013136,1475926,1576567,2394951,3989951,104904,582,8315,8315,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,0,0,517703,857000,448,858,49,93,75812,120000,223062,400000,1577877,2612000,30,-3972794,-2385981,17157,8970,466,517703,0,857000,0
United States,Seagrass,Conservation,,Medium,2000,Opex breakeven,947084624.2706754,USA,2000,United States Seagrass Conservation  Medium,3996663,5807111,0.004219963979541663,0.006131565069459238,1475926,1576567,2520737,4230544,104904,2910,1717,1717,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,0,0,517703,857000,126037,241079,247,466,75812,120000,223062,400000,1577877,2612000,1686.179040106661,591030,0,4821574,2520737,2328,517703,0,857000,0
United States,Seagrass,Conservation,,Medium,2000,Market price,947084624.2706754,USA,2000,United States Seagrass Conservation  Medium,3872869,5570321,0.004089253379002318,0.005881545172681434,1475926,1576567,2396943,3993755,104904,2910,1664,1664,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,0,0,517703,857000,2242,4289,247,466,75812,120000,223062,400000,1577877,2612000,30,-3907971,-2352095,85784,44848,2328,517703,0,857000,0
United States,Seagrass,Conservation,,Large,4000,Opex breakeven,947084624.2706754,USA,2000,United States Seagrass Conservation  Large,3996923,5807601,0.004220238506224218,0.006132082446668669,1475926,1576567,2520997,4231035,104904,5819,859,859,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,0,0,517703,857000,126050,241104,494,931,75812,120000,223062,400000,1577877,2612000,843.1764139303299,591036,0,4822071,2520997,4655,517703,0,857000,0
United States,Seagrass,Conservation,,Large,4000,Market price,947084624.2706754,USA,2000,United States Seagrass Conservation  Large,3875358,5575076,0.004091881444051856,0.005886565843356624,1475926,1576567,2399432,3998509,104904,5819,832,832,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,0,0,517703,857000,4485,8578,494,931,75812,120000,223062,400000,1577877,2612000,30,-3826941,-2309736,171568,89696,4655,517703,0,857000,0
United States,Salt marsh,Restoration,Planting,Small,100,Opex breakeven,947084624.2706754,USA,500,United States Salt marsh Restoration Planting Small,6687626,8866155,0.007061276076728584,0.0093615235352676,3640124,4010994,3047502,4855160,166737,4004,2088,2088,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,2164197,2434428,1017990,1465363,152375,257156,387,641,75812,120000,223062,400000,1577877,2612000,1368.20243426607,287966,0,5143126,3047502,3203,517703,500287,857000,608363
United States,Salt marsh,Restoration,Hydrology,Small,100,Opex breakeven,947084624.2706754,USA,500,United States Salt marsh Restoration Hydrology Small,24973143,29845650,0.02636843884909561,0.03151318185846733,18346775,20553977,6626368,9291673,166737,6673,4678,4678,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,16870849,18977410,4417654,5599455,331318,559150,645,1068,75812,120000,223062,400000,1577877,2612000,1784.978990523049,1891336,0,11183009,6626368,5339,517703,3899951,857000,4742455
United States,Salt marsh,Restoration,Hybrid,Small,100,Opex breakeven,947084624.2706754,USA,500,United States Salt marsh Restoration Hybrid Small,23521622,28180289,0.02483581867682983,0.02975477404851851,17179330,19240760,6342292,8939529,166737,6673,4406,4406,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,15703404,17664194,4147782,5271282,317115,535179,645,1068,75812,120000,223062,400000,1577877,2612000,1708.455888653834,1764058,0,10703587,6342292,5339,517703,3630079,857000,4414282
United States,Salt marsh,Restoration,Planting,Small,100,Market price,947084624.2706754,USA,500,United States Salt marsh Restoration Planting Small,6538592,8614637,0.006903915270544272,0.009095952757794904,3640124,4010994,2898468,4603643,166737,4004,2041,2041,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,2164197,2434428,1017990,1465363,3341,5639,387,641,75812,120000,223062,400000,1577877,2612000,30,-4490872,-2831647,112771,66821,3203,517703,500287,857000,608363
United States,Salt marsh,Restoration,Hydrology,Small,100,Market price,947084624.2706754,USA,500,United States Salt marsh Restoration Hydrology Small,24647393,29295897,0.02602448859200971,0.03093271313802606,18346775,20553977,6300618,8741920,166737,6673,4617,4617,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,16870849,18977410,4417654,5599455,5568,9398,645,1068,75812,120000,223062,400000,1577877,2612000,30,-8553968,-6189249,187952,111369,5339,517703,3899951,857000,4742455
United States,Salt marsh,Restoration,Hybrid,Small,100,Market price,947084624.2706754,USA,500,United States Salt marsh Restoration Hybrid Small,23210076,27654508,0.02450686602358629,0.02919961668820883,17179330,19240760,6030745,8413747,166737,6673,4348,4348,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,15703404,17664194,4147782,5271282,5568,9398,645,1068,75812,120000,223062,400000,1577877,2612000,30,-8225795,-5919376,187952,111369,5339,517703,3630079,857000,4414282
United States,Salt marsh,Restoration,Planting,Medium,500,Opex breakeven,947084624.2706754,USA,500,United States Salt marsh Restoration Planting Medium,17193711,21217664,0.01815435554477554,0.02240313426726694,12088817,13748704,5104894,7468960,166737,19520,1101,1101,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,10612890,12172138,2971033,3898817,255245,435020,1867,3123,75812,120000,223062,400000,1577877,2612000,473.1359880955731,1231437,0,8700397,5104894,15616,517703,2453330,857000,3041817
United States,Salt marsh,Restoration,Hydrology,Medium,500,Opex breakeven,947084624.2706754,USA,500,United States Salt marsh Restoration Hydrology Medium,106863052,126100679,0.1128336890510628,0.1331461579762281,84207973,96463619,22655079,29637060,166737,32533,4106,4106,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,82732047,94887052,19642463,24569274,1132754,1930581,3111,5205,75812,120000,223062,400000,1577877,2612000,1259.841918933478,8974550,0,38611610,22655079,26026,517703,19124760,857000,23712274
United States,Salt marsh,Restoration,Hybrid,Medium,500,Opex breakeven,947084624.2706754,USA,500,United States Salt marsh Restoration Hybrid Medium,99745015,117775019,0.1053179541129294,0.1243553278997591,78483003,89897535,21262012,27877484,166737,32533,3833,3833,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,77007077,88320968,18319050,22928410,1063101,1811869,3111,5205,75812,120000,223062,400000,1577877,2612000,1182.373923066894,8359889,0,36237373,21262012,26026,517703,17801347,857000,22071410
United States,Salt marsh,Restoration,Planting,Medium,500,Market price,947084624.2706754,USA,500,United States Salt marsh Restoration Planting Medium,16954650,20810228,0.01790193776301281,0.02197293406175335,12088817,13748704,4865834,7061523,166737,19520,1086,1086,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,10612890,12172138,2971033,3898817,16184,27583,1867,3123,75812,120000,223062,400000,1577877,2612000,30,-6509859,-4542149,551664,323685,15616,517703,2453330,857000,3041817
United States,Salt marsh,Restoration,Hydrology,Medium,500,Market price,947084624.2706754,USA,500,United States Salt marsh Restoration Hydrology Medium,105757271,124216070,0.1116661260142839,0.1311562523735991,84207973,96463619,21549298,27752451,166737,32533,4064,4064,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,82732047,94887052,19642463,24569274,26974,45972,3111,5205,75812,120000,223062,400000,1577877,2612000,30,-26833012,-21009824,919439,539474,26026,517703,19124760,857000,23712274
United States,Salt marsh,Restoration,Hybrid,Medium,500,Market price,947084624.2706754,USA,500,United States Salt marsh Restoration Hybrid Medium,98708888,116009122,0.1042239367744071,0.1224907669568974,78483003,89897535,20225885,26111587,166737,32533,3793,3793,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,77007077,88320968,18319050,22928410,26974,45972,3111,5205,75812,120000,223062,400000,1577877,2612000,30,-25192148,-19686411,919439,539474,26026,517703,17801347,857000,22071410
United States,Salt marsh,Restoration,Planting,Large,1000,Opex breakeven,947084624.2706754,USA,500,United States Salt marsh Restoration Planting Large,29472197,36730289,0.03111886334623556,0.03878247841715836,21977993,26000842,7494204,10729448,166737,37037,995,995,100000,100000,629559,667067,153925,160000,351049,379500,88900,100000,185006,200000,44450,50000,20425104,24344275,5239274,6940634,374710,650887,3470,5926,75812,120000,223062,400000,1577877,2612000,370.5858556541968,2288298,0,13017746,7494204,29630,517703,4721571,857000,6083634
United States,Salt marsh,Restoration,Hydrology,Large,1000,Opex breakeven,947084624.2706754,USA,500,United States Salt marsh Restoration Hydrology Large,202045798,246438519,0.2133344717274764,0.260207496441805,160775363,191430670,41270435,55007849,166737,61728,4091,4091,100000,100000,629559,667067,153925,160000,351049,379500,88900,100000,185006,200000,44450,50000,159222474,189774104,37324380,48281549,2063522,3584424,5783,9877,75812,120000,223062,400000,1577877,2612000,1224.485406917071,16680621,0,71688470,41270435,49383,517703,36806677,857000,47424549
United States,Salt marsh,Restoration,Hybrid,Large,1000,Opex breakeven,947084624.2706754,USA,500,United States Salt marsh Restoration Hybrid Large,188346737,229791770,0.1988700187642058,0.2426306626791207,149757337,178298504,38589400,51493267,166737,61728,3814,3814,100000,100000,629559,667067,153925,160000,351049,379500,88900,100000,185006,200000,44450,50000,148204448,176641937,34777396,44999820,1929470,3351570,5783,9877,75812,120000,223062,400000,1577877,2612000,1144.939650873863,15538134,0,67031401,38589400,49383,517703,34259693,857000,44142820
United States,Salt marsh,Restoration,Planting,Large,1000,Market price,947084624.2706754,USA,500,United States Salt marsh Restoration Planting Large,29127820,36132093,0.0307552453640883,0.03815086009639779,21977993,26000842,7149828,10131252,166737,37037,983,983,100000,100000,629559,667067,153925,160000,351049,379500,88900,100000,185006,200000,44450,50000,20425104,24344275,5239274,6940634,30334,52691,3470,5926,75812,120000,223062,400000,1577877,2612000,30,-9077428,-6543150,1053824,606678,29630,517703,4721571,857000,6083634
United States,Salt marsh,Restoration,Hydrology,Large,1000,Market price,947084624.2706754,USA,500,United States Salt marsh Restoration Hydrology Large,200032833,242941914,0.211209038636901,0.2565155296308216,160775363,191430670,39257469,51511244,166737,61728,4051,4051,100000,100000,629559,667067,153925,160000,351049,379500,88900,100000,185006,200000,44450,50000,159222474,189774104,37324380,48281549,50556,87819,5783,9877,75812,120000,223062,400000,1577877,2612000,30,-49754870,-38246340,1756374,1011129,49383,517703,36806677,857000,47424549
United States,Salt marsh,Restoration,Hybrid,Large,1000,Market price,947084624.2706754,USA,500,United States Salt marsh Restoration Hybrid Large,186467823,226528019,0.1968861263517966,0.23918455985329,149757337,178298504,36710486,48229515,166737,61728,3776,3776,100000,100000,629559,667067,153925,160000,351049,379500,88900,100000,185006,200000,44450,50000,148204448,176641937,34777396,44999820,50556,87819,5783,9877,75812,120000,223062,400000,1577877,2612000,30,-46473141,-35699357,1756374,1011129,49383,517703,34259693,857000,44142820
United States,Salt marsh,Conservation,,Small,800,Opex breakeven,947084624.2706754,USA,4000,United States Salt marsh Conservation  Small,3996512,5806921,0.00421980454289141,0.006131364453806601,1475926,1576567,2520585,4230354,140193,1212,4122,4122,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,0,0,517703,857000,126029,241160,103,194,75812,120000,223062,400000,1577877,2612000,4048.764568579661,592850,0,4823204,2520585,970,517703,0,857000,0
United States,Salt marsh,Conservation,,Small,800,Market price,947084624.2706754,USA,4000,United States Salt marsh Conservation  Small,3871416,5567547,0.004087719197195577,0.005878616184152941,1475926,1576567,2395490,3990981,140193,1212,3993,3993,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,0,0,517703,857000,934,1787,103,194,75812,120000,223062,400000,1577877,2612000,30,-3955243,-2376813,35738,18677,970,517703,0,857000,0
