country,ecosystem,activity,activity_type,project_size_filter,project_size_ha,price_type,country_size_ha,country_code,base_size,project_name,total_cost_npv,total_cost,total_weighted_cost_npv,total_weighted_cost,capex_npv,capex,opex_npv,opex,country_abatement_potential,project_abatement_potential,cost_per_tco2e,cost_per_tco2e_npv,feasibility_analysis_npv,feasibility_analysis,conservation_planning_npv,conservation_planning,data_collection_npv,data_collection,community_representation_npv,community_representation,blue_carbon_project_planning_npv,blue_carbon_project_planning,establishing_carbon_rights_npv,establishing_carbon_rights,validation_npv,validation,implementation_labor_npv,implementation_labor,monitoring_maintenance_npv,monitoring_maintenance,community_benefit_npv,community_benefit,carbon_standard_fees_npv,carbon_standard_fees,baseline_reassessment_npv,baseline_reassessment,mrv_npv,mrv,long_term_project_operating_npv,long_term_project_operating,initial_price_assumption,leftover_after_opex,leftover_after_opex_npv,total_revenue,total_revenue_npv,credits_issued,monitoring_npv,maintenance_npv,monitoring,maintenance
Kenya,Mangrove,Conservation,,Small,4000,Market price,58606174.82755706,KEN,20000,Kenya Mangrove Conservation  Small,3797720,5902552,0.0648006803237785,0.1007155306990719,1268720,1351267,2529000,4551286,163050,240957,20,20,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,240000,1905741,3498732,21323,38553,75812,120000,167296,300000,213847,354000,30,2446179,1282482,6997465,3811482,192766,144981,0,240000,0
Kenya,Mangrove,Conservation,,Medium,20000,Opex breakeven,58606174.82755706,KEN,20000,Kenya Mangrove Conservation  Medium,2685818,3858851,0.04582824263659516,0.06584376153799991,1268720,1351267,1417098,2507584,163050,1204786,3,3,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,240000,708549,1300819,106613,192766,75812,120000,167296,300000,213847,354000,2.23078291324795,94054,0,2601638,1417098,963828,144981,0,240000,0
Kenya,Mangrove,Conservation,,Medium,20000,Market price,58606174.82755706,KEN,20000,Kenya Mangrove Conservation  Medium,11505973,20051695,0.1963269746550632,0.3421430431008363,1268720,1351267,10237253,18700428,163050,1204786,12,12,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,240000,9528704,17493662,106613,192766,75812,120000,167296,300000,213847,354000,30,16286897,8820155,34987325,19057408,963828,144981,0,240000,0
Kenya,Mangrove,Conservation,,Large,40000,Opex breakeven,58606174.82755706,KEN,20000,Kenya Mangrove Conservation  Large,3654954,5319032,0.06236465715010995,0.09075890067302178,1627745,1730133,2027209,3588899,163050,2409571,2,2,50000,50000,786949,833833,153925,160000,374017,396300,88900,100000,129504,140000,44450,50000,0,0,289962,480000,1013604,1860867,213225,385531,75812,120000,167296,300000,267309,442500,1.595607044089957,132836,0,3721735,2027209,1927657,289962,0,480000,0
Kenya,Mangrove,Conservation,,Large,40000,Market price,58606174.82755706,KEN,20000,Kenya Mangrove Conservation  Large,21698757,38445490,0.3702469417914831,0.6559972581920267,1627745,1730133,20071012,36715356,163050,2409571,11,11,50000,50000,786949,833833,153925,160000,374017,396300,88900,100000,129504,140000,44450,50000,0,0,289962,480000,19057408,34987325,213225,385531,75812,120000,167296,300000,267309,442500,30,33259294,18043803,69974650,38114815,1927657,289962,0,480000,0
Kenya,Seagrass,Restoration,Planting,Small,100,Opex breakeven,58606174.82755706,KEN,500,Kenya Seagrass Restoration Planting Small,2651012,3600430,0.04523434617257215,0.06143431149693549,1390480,1488230,1260532,2112200,821,1892,1751,1751,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,121760,136963,173128,274227,630266,1063670,183,303,75812,120000,167296,300000,213847,354000,1197.658369297802,15140,0,2127340,1260532,1514,144981,28147,240000,34227
Kenya,Seagrass,Restoration,Planting,Small,100,Market price,58606174.82755706,KEN,500,Kenya Seagrass Restoration Planting Small,2036533,2563403,0.03474946122984991,0.04373946956174094,1390480,1488230,646053,1075174,821,1892,1345,1345,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,121760,136963,173128,274227,15787,26644,183,303,75812,120000,167296,300000,213847,354000,30,-1021887,-614478,53287,31575,1514,144981,28147,240000,34227
Kenya,Seagrass,Restoration,Planting,Medium,500,Opex breakeven,58606174.82755706,KEN,500,Kenya Seagrass Restoration Planting Medium,3347502,4485334,0.05711858878095521,0.07653347131420293,1865812,2036083,1481690,2449252,821,9224,454,454,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,597091,684816,283008,411136,740845,1262640,882,1476,75812,120000,167296,300000,213847,354000,290.6226633227378,76029,0,2525281,1481690,7379,144981,138027,240000,171136
Kenya,Seagrass,Restoration,Planting,Medium,500,Market price,58606174.82755706,KEN,500,Kenya Seagrass Restoration Planting Medium,2683132,3353032,0.04578241128848375,0.05721294743883164,1865812,2036083,817320,1316949,821,9224,364,364,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,597091,684816,283008,411136,76475,130338,882,1476,75812,120000,167296,300000,213847,354000,30,-1056273,-664370,260676,152950,7379,144981,138027,240000,171136
Kenya,Seagrass,Restoration,Planting,Large,1000,Opex breakeven,58606174.82755706,KEN,500,Kenya Seagrass Restoration Planting Large,4233250,5669834,0.0722321498111065,0.09674465219207588,2494819,2800899,1738432,2868936,821,17501,302,302,50000,50000,629559,667067,153925,160000,249345,264200,88900,100000,129504,140000,44450,50000,1149136,1369632,410621,582271,869216,1509864,1640,2800,75812,120000,167296,300000,213847,354000,181.9256404847949,150793,0,3019729,1738432,14001,144981,265640,240000,342271
Kenya,Seagrass,Restoration,Planting,Large,1000,Market price,58606174.82755706,KEN,500,Kenya Seagrass Restoration Planting Large,3507370,4408951,0.05984642420905465,0.07523014448516573,2494819,2800899,1012552,1608052,821,17501,251,251,50000,50000,629559,667067,153925,160000,249345,264200,88900,100000,129504,140000,44450,50000,1149136,1369632,410621,582271,143336,248980,1640,2800,75812,120000,167296,300000,213847,354000,30,-1110091,-725880,497961,286672,14001,144981,265640,240000,342271
Kenya,Seagrass,Conservation,,Small,400,Opex breakeven,58606174.82755706,KEN,2000,Kenya Seagrass Conservation  Small,2472692,3516816,0.04219166337464703,0.06000760176462442,1268720,1351267,1203971,2165549,836,582,5312,5312,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,240000,601986,1151456,49,93,75812,120000,167296,300000,213847,354000,4026.820465055079,137363,0,2302912,1203971,466,144981,0,240000,0
Kenya,Seagrass,Conservation,,Small,400,Market price,58606174.82755706,KEN,2000,Kenya Seagrass Conservation  Small,1875191,2373938,0.03199647486834905,0.0405066190889455,1268720,1351267,606470,1022672,836,582,4028,4028,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,240000,4485,8578,49,93,75812,120000,167296,300000,213847,354000,30,-1005515,-597500,17157,8970,466,144981,0,240000,0
Kenya,Seagrass,Conservation,,Medium,2000,Opex breakeven,58606174.82755706,KEN,2000,Kenya Seagrass Conservation  Medium,2473087,3517566,0.04219840327878106,0.06002039905095485,1268720,1351267,1204366,2166299,836,2910,1062,1062,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,240000,602183,1151834,247,466,75812,120000,167296,300000,213847,354000,805.6282503929397,137369,0,2303668,1204366,2328,144981,0,240000,0
Kenya,Seagrass,Conservation,,Medium,2000,Market price,58606174.82755706,KEN,2000,Kenya Seagrass Conservation  Medium,1893328,2408624,0.03230594737791594,0.04109846798715563,1268720,1351267,624607,1057358,836,2910,813,813,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,240000,22424,42892,247,466,75812,120000,167296,300000,213847,354000,30,-971574,-579759,85784,44848,2328,144981,0,240000,0
Kenya,Seagrass,Conservation,,Large,4000,Opex breakeven,58606174.82755706,KEN,2000,Kenya Seagrass Conservation  Large,2473580,3518504,0.04220681536166227,0.06003640419039213,1268720,1351267,1204860,2167237,836,5819,531,531,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,240000,602430,1152306,494,931,75812,120000,167296,300000,213847,354000,402.9792235629238,137375,0,2304612,1204860,4655,144981,0,240000,0
Kenya,Seagrass,Conservation,,Large,4000,Market price,58606174.82755706,KEN,2000,Kenya Seagrass Conservation  Large,1915998,2451982,0.032692766686064,0.04183828764144252,1268720,1351267,647278,1100715,836,5819,412,412,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,240000,44848,85784,494,931,75812,120000,167296,300000,213847,354000,30,-929147,-557582,171568,89696,4655,144981,0,240000,0
Kenya,Salt marsh,Restoration,Planting,Small,100,Opex breakeven,58606174.82755706,KEN,500,Kenya Salt marsh Restoration Planting Small,2585299,3519900,0.04411308207039599,0.06006022420601518,1345264,1437368,1240035,2082532,13,4004,807,807,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,76544,86101,162675,261517,620018,1046374,387,641,75812,120000,167296,300000,213847,354000,556.7244066950967,10217,0,2092749,1240035,3203,144981,17694,240000,21517
Kenya,Salt marsh,Restoration,Hydrology,Small,100,Opex breakeven,58606174.82755706,KEN,500,Kenya Salt marsh Restoration Hydrology Small,2605963,3545508,0.04446567290337224,0.06049717475048168,1359042,1452866,1246921,2092642,13,6673,488,488,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,90322,101600,165860,265390,623460,1052185,645,1068,75812,120000,167296,300000,213847,354000,335.8895421591333,11728,0,2104370,1246921,5339,144981,20879,240000,25390
Kenya,Salt marsh,Restoration,Planting,Small,100,Market price,58606174.82755706,KEN,500,Kenya Salt marsh Restoration Planting Small,1998692,2529911,0.03410377841380974,0.04316799394336886,1345264,1437368,653428,1092543,13,4004,624,624,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,76544,86101,162675,261517,33411,56386,387,641,75812,120000,167296,300000,213847,354000,30,-979772,-586607,112771,66821,3203,144981,17694,240000,21517
Kenya,Salt marsh,Restoration,Hydrology,Small,100,Market price,58606174.82755706,KEN,500,Kenya Salt marsh Restoration Hydrology Small,2038187,2587300,0.03477768351197064,0.0441472252303256,1359042,1452866,679145,1134433,13,6673,382,382,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,90322,101600,165860,265390,55684,93976,645,1068,75812,120000,167296,300000,213847,354000,30,-946481,-567776,187952,111369,5339,144981,20879,240000,25390
Kenya,Salt marsh,Restoration,Planting,Medium,500,Opex breakeven,58606174.82755706,KEN,500,Kenya Salt marsh Restoration Planting Medium,3025224,4083440,0.05161954365562035,0.06967593452422247,1644079,1781773,1381145,2301667,13,19520,194,194,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,375359,430506,231751,347584,690573,1176960,1867,3123,75812,120000,167296,300000,213847,354000,128.0084367863611,52253,0,2353920,1381145,15616,144981,86770,240000,107584
Kenya,Salt marsh,Restoration,Hydrology,Medium,500,Opex breakeven,58606174.82755706,KEN,500,Kenya Salt marsh Restoration Hydrology Medium,3126515,4211118,0.05334787689521565,0.07185451042301948,1711644,1859264,1414871,2351854,13,32533,120,120,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,442923,507998,247369,366949,707436,1205700,3111,5205,75812,120000,167296,300000,213847,354000,78.68054777838938,59546,0,2411400,1414871,26026,144981,102388,240000,126949
Kenya,Salt marsh,Restoration,Planting,Medium,500,Market price,58606174.82755706,KEN,500,Kenya Salt marsh Restoration Planting Medium,2496494,3182312,0.04259779805362984,0.05429994380905497,1644079,1781773,852415,1400538,13,19520,160,160,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,375359,430506,231751,347584,161842,275832,1867,3123,75812,120000,167296,300000,213847,354000,30,-848874,-528730,551664,323685,15616,144981,86770,240000,107584
Kenya,Salt marsh,Restoration,Hydrology,Medium,500,Market price,58606174.82755706,KEN,500,Kenya Salt marsh Restoration Hydrology Medium,2688816,3465138,0.04587939765582003,0.05912581754731187,1711644,1859264,977173,1605873,13,32533,103,103,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,442923,507998,247369,366949,269737,459720,3111,5205,75812,120000,167296,300000,213847,354000,30,-686434,-437699,919439,539474,26026,144981,102388,240000,126949
Kenya,Salt marsh,Restoration,Planting,Large,1000,Opex breakeven,58606174.82755706,KEN,500,Kenya Salt marsh Restoration Planting Large,3612880,4869062,0.06164674645002078,0.08308104076621174,2068082,2292279,1544799,2576783,13,37037,122,122,50000,50000,629559,667067,153925,160000,249345,264200,88900,100000,129504,140000,44450,50000,722399,861013,311974,455167,772399,1341690,3470,5926,75812,120000,167296,300000,213847,354000,76.3897764567856,106597,0,2683380,1544799,29630,144981,166993,240000,215167
Kenya,Salt marsh,Restoration,Hydrology,Large,1000,Opex breakeven,58606174.82755706,KEN,500,Kenya Salt marsh Restoration Hydrology Large,3807656,5122957,0.06497021877308416,0.08741326345003407,2198113,2447262,1609543,2675695,13,61728,77,77,50000,50000,629559,667067,153925,160000,249345,264200,88900,100000,129504,140000,44450,50000,852431,1015995,342033,493897,804771,1397921,5783,9877,75812,120000,167296,300000,213847,354000,47.75480530392397,120148,0,2795843,1609543,49383,144981,197052,240000,253897
Kenya,Salt marsh,Restoration,Planting,Large,1000,Market price,58606174.82755706,KEN,500,Kenya Salt marsh Restoration Planting Large,3143820,4054285,0.05364315294847997,0.0691784613469372,2068082,2292279,1075738,1762005,13,37037,106,106,50000,50000,629559,667067,153925,160000,249345,264200,88900,100000,129504,140000,44450,50000,722399,861013,311974,455167,303339,526912,3470,5926,75812,120000,167296,300000,213847,354000,30,-708181,-469060,1053824,606678,29630,144981,166993,240000,215167
Kenya,Salt marsh,Restoration,Hydrology,Large,1000,Market price,58606174.82755706,KEN,500,Kenya Salt marsh Restoration Hydrology Large,3508449,4603222,0.05986483523832204,0.07854499996876661,2198113,2447262,1310336,2155961,13,61728,71,71,50000,50000,629559,667067,153925,160000,249345,264200,88900,100000,129504,140000,44450,50000,852431,1015995,342033,493897,505565,878187,5783,9877,75812,120000,167296,300000,213847,354000,30,-399587,-299207,1756374,1011129,49383,144981,197052,240000,253897
Kenya,Salt marsh,Conservation,,Small,800,Opex breakeven,58606174.82755706,KEN,4000,Kenya Salt marsh Conservation  Small,2473647,3517892,0.04220795858590779,0.06002596160474648,1268720,1351267,1204927,2166626,0,6210,498,498,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,240000,602463,1151632,527,994,75812,120000,167296,300000,213847,354000,377.4864518101026,136638,0,2303264,1204927,4968,144981,0,240000,0
Kenya,Salt marsh,Conservation,,Small,800,Market price,58606174.82755706,KEN,4000,Kenya Salt marsh Conservation  Small,1919063,2457784,0.03274506492953439,0.04193728744849479,1268720,1351267,650343,1106517,0,6210,386,386,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,240000,47880,91524,527,994,75812,120000,167296,300000,213847,354000,30,-923470,-554584,183047,95759,4968,144981,0,240000,0
Kenya,Salt marsh,Conservation,,Medium,4000,Opex breakeven,58606174.82755706,KEN,4000,Kenya Salt marsh Conservation  Medium,2477864,3525897,0.04227991346118174,0.06016255130751337,1268720,1351267,1209144,2174630,0,31050,100,100,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,240000,604572,1155663,2636,4968,75812,120000,167296,300000,213847,354000,75.76151617420183,136695,0,2311325,1209144,24840,144981,0,240000,0
Kenya,Salt marsh,Conservation,,Medium,4000,Market price,58606174.82755706,KEN,4000,Kenya Salt marsh Conservation  Medium,2112690,2827853,0.03604893180993955,0.04825179272185365,1268720,1351267,843970,1476586,0,31050,85,85,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,240000,239398,457619,2636,4968,75812,120000,167296,300000,213847,354000,30,-561349,-365174,915237,478796,24840,144981,0,240000,0
Kenya,Salt marsh,Conservation,,Large,8000,Opex breakeven,58606174.82755706,KEN,4000,Kenya Salt marsh Conservation  Large,2483135,3535903,0.04236985278951206,0.06033328417020986,1268720,1351267,1214415,2184636,0,62099,50,50,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,240000,607208,1160701,5271,9936,75812,120000,167296,300000,213847,354000,38.04589921982749,136765,0,2321401,1214415,49679,144981,0,240000,0
Kenya,Salt marsh,Conservation,,Large,8000,Market price,58606174.82755706,KEN,4000,Kenya Salt marsh Conservation  Large,2354724,3290440,0.0401787696762081,0.05614493711083855,1268720,1351267,1086004,1939173,0,62099,47,47,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,240000,478796,915237,5271,9936,75812,120000,167296,300000,213847,354000,30,-108699,-128412,1830474,957592,49679,144981,0,240000,0
Mexico,Mangrove,Restoration,Planting,Small,100,Opex breakeven,195179334.5861911,MEX,500,Mexico Mangrove Restoration Planting Small,4905970,6512215,0.02513570409695975,0.03336528948521551,2714597,2976067,2191373,3536149,1258400,22000,279,279,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,1421150,1598600,472293,637490,1095686,1849138,2126,3520,75812,120000,167296,300000,378159,626000,179.0581387487141,162128,0,3698277,2191373,17600,143773,328520,238000,399490
Mexico,Mangrove,Restoration,Hydrology,Small,100,Opex breakeven,195179334.5861911,MEX,500,Mexico Mangrove Restoration Hydrology Small,3179017,4392357,0.01628767208751881,0.02250421136700995,1531698,1645467,1647318,2746891,1258400,36667,108,108,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,238251,268000,198848,304973,823659,1390051,3544,5867,75812,120000,167296,300000,378159,626000,80.76190954487326,33211,0,2780102,1647318,29333,143773,55075,238000,66973
Mexico,Mangrove,Restoration,Hybrid,Small,100,Opex breakeven,195179334.5861911,MEX,500,Mexico Mangrove Restoration Hybrid Small,3866980,5237342,0.01981244586266557,0.02683348629660992,2002155,2174667,1864825,3062675,1258400,36667,132,132,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,708708,797200,307602,437220,932412,1573588,3544,5867,75812,120000,167296,300000,378159,626000,91.4254415672654,84502,0,3147177,1864825,29333,143773,163829,238000,199220
Mexico,Mangrove,Restoration,Planting,Small,100,Market price,195179334.5861911,MEX,500,Mexico Mangrove Restoration Planting Small,3993858,4972888,0.02046250443709918,0.02547855801713463,2714597,2976067,1279261,1996821,1258400,22000,227,227,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,1421150,1598600,472293,637490,183575,309811,2126,3520,75812,120000,167296,300000,378159,626000,30,-1377199,-912111,619622,367150,17600,143773,328520,238000,399490
Mexico,Mangrove,Restoration,Hydrology,Small,100,Market price,195179334.5861911,MEX,500,Mexico Mangrove Restoration Hydrology Small,2661316,3518658,0.01363523451723197,0.01802782045271377,1531698,1645467,1129617,1873191,1258400,36667,91,91,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,238251,268000,198848,304973,305958,516351,3544,5867,75812,120000,167296,300000,378159,626000,30,-840488,-517700,1032703,611917,29333,143773,55075,238000,66973
Mexico,Mangrove,Restoration,Hybrid,Small,100,Market price,195179334.5861911,MEX,500,Mexico Mangrove Restoration Hybrid Small,3240526,4180105,0.01660281303279567,0.02141673968129074,2002155,2174667,1238371,2005438,1258400,36667,110,110,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,708708,797200,307602,437220,305958,516351,3544,5867,75812,120000,167296,300000,378159,626000,30,-972735,-626454,1032703,611917,29333,143773,163829,238000,199220
Mexico,Mangrove,Restoration,Planting,Medium,500,Opex breakeven,195179334.5861911,MEX,500,Mexico Mangrove Restoration Planting Medium,13035162,16736121,0.06678556429980902,0.0857474026924164,8262546,9370467,4772616,7365654,1258400,107250,152,152,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,6969099,7993000,1754785,2235451,2386308,4067044,10256,17160,75812,120000,167296,300000,378159,626000,80.50580538684889,768434,0,8134088,4772616,85800,143773,1611012,238000,1997451
Mexico,Mangrove,Restoration,Hydrology,Medium,500,Opex breakeven,195179334.5861911,MEX,500,Mexico Mangrove Restoration Hydrology Medium,4566221,6158247,0.02339500239449561,0.03155173683246944,2461794,2717467,2104428,3440780,1258400,178750,32,32,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,1168346,1340000,413854,572866,1052214,1793314,17093,28600,75812,120000,167296,300000,378159,626000,21.29883987477224,145848,0,3586628,2104428,143000,143773,270081,238000,334866
Mexico,Mangrove,Restoration,Hybrid,Medium,500,Opex breakeven,195179334.5861911,MEX,500,Mexico Mangrove Restoration Hybrid Medium,7939887,10374414,0.04067995731635078,0.05315323992673347,4768842,5363467,3171046,5010947,1258400,178750,56,56,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,3475394,3986000,947163,1234101,1585523,2702246,17093,28600,75812,120000,167296,300000,378159,626000,32.09404334162867,393544,0,5404491,3171046,143000,143773,803390,238000,996101
Mexico,Mangrove,Restoration,Planting,Medium,500,Market price,195179334.5861911,MEX,500,Mexico Mangrove Restoration Planting Medium,11538097,14184637,0.05911536190274685,0.07267489168396603,8262546,9370467,3275551,4814170,1258400,107250,134,134,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,6969099,7993000,1754785,2235451,889243,1515559,10256,17160,75812,120000,167296,300000,378159,626000,30,-1783052,-1497065,3031118,1778486,85800,143773,1611012,238000,1997451
Mexico,Mangrove,Restoration,Hydrology,Medium,500,Market price,195179334.5861911,MEX,500,Mexico Mangrove Restoration Hydrology Medium,4996079,6890865,0.02559737694870425,0.0353053001979418,2461794,2717467,2534286,4173398,1258400,178750,35,35,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,1168346,1340000,413854,572866,1482072,2525932,17093,28600,75812,120000,167296,300000,378159,626000,30,878466,429858,5051864,2964144,143000,143773,270081,238000,334866
Mexico,Mangrove,Restoration,Hybrid,Medium,500,Market price,195179334.5861911,MEX,500,Mexico Mangrove Restoration Hybrid Medium,7836437,10198100,0.04014993194138304,0.05224989634082663,4768842,5363467,3067595,4834633,1258400,178750,55,55,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,3475394,3986000,947163,1234101,1482072,2525932,17093,28600,75812,120000,167296,300000,378159,626000,30,217231,-103451,5051864,2964144,143000,143773,803390,238000,996101
Mexico,Mangrove,Restoration,Planting,Large,1000,Opex breakeven,195179334.5861911,MEX,500,Mexico Mangrove Restoration Planting Large,22552009,29502620,0.1155450655050832,0.1511564739297319,14782832,17443467,7769176,12059154,1258400,203500,139,139,50000,50000,629559,667067,153925,160000,274072,290400,88900,100000,129504,140000,44450,50000,13412423,15986000,3244257,4232901,3884588,6747692,19065,32560,75812,120000,167296,300000,378159,626000,69.92134433661676,1436230,0,13495384,7769176,162800,143773,3100484,238000,3994901
Mexico,Mangrove,Restoration,Hydrology,Large,1000,Opex breakeven,195179334.5861911,MEX,500,Mexico Mangrove Restoration Hydrology Large,6252158,8432454,0.03203288920548631,0.04320362100771603,3618958,4137467,2633200,4294988,1258400,339167,23,23,50000,50000,629559,667067,153925,160000,274072,290400,88900,100000,129504,140000,44450,50000,2248548,2680000,663559,907732,1316600,2286989,31774,54267,75812,120000,167296,300000,378159,626000,14.21902635889484,278990,0,4573978,2633200,271333,143773,519786,238000,669732
Mexico,Mangrove,Restoration,Hybrid,Large,1000,Opex breakeven,195179334.5861911,MEX,500,Mexico Mangrove Restoration Hybrid Large,12744968,16829796,0.06529875730451284,0.08622734592103025,8059002,9429467,4685966,7400329,1258400,339167,47,47,50000,50000,629559,667067,153925,160000,274072,290400,88900,100000,129504,140000,44450,50000,6688592,7972000,1689942,2230203,2342983,4069859,31774,54267,75812,120000,167296,300000,378159,626000,25.30376673242326,739390,0,8139719,4685966,271333,143773,1546169,238000,1992203
Mexico,Mangrove,Restoration,Planting,Large,1000,Market price,195179334.5861911,MEX,500,Mexico Mangrove Restoration Planting Large,20334117,25650049,0.1041817108512606,0.1314178524810625,14782832,17443467,5551284,8206583,1258400,203500,125,125,50000,50000,629559,667067,153925,160000,274072,290400,88900,100000,129504,140000,44450,50000,13412423,15986000,3244257,4232901,1666696,2895121,19065,32560,75812,120000,167296,300000,378159,626000,30,-2416341,-2217891,5790242,3333393,162800,143773,3100484,238000,3994901
Mexico,Mangrove,Restoration,Hydrology,Large,1000,Market price,195179334.5861911,MEX,500,Mexico Mangrove Restoration Hydrology Large,7713385,10970667,0.0395194758520594,0.05620813813746947,3618958,4137467,4094427,6833201,1258400,339167,28,28,50000,50000,629559,667067,153925,160000,274072,290400,88900,100000,129504,140000,44450,50000,2248548,2680000,663559,907732,2777827,4825202,31774,54267,75812,120000,167296,300000,378159,626000,30,2817203,1461227,9650404,5555654,271333,143773,519786,238000,669732
Mexico,Mangrove,Restoration,Hybrid,Large,1000,Market price,195179334.5861911,MEX,500,Mexico Mangrove Restoration Hybrid Large,13179812,17585138,0.06752667759598188,0.09009733554673235,8059002,9429467,5120810,8155671,1258400,339167,49,49,50000,50000,629559,667067,153925,160000,274072,290400,88900,100000,129504,140000,44450,50000,6688592,7972000,1689942,2230203,2777827,4825202,31774,54267,75812,120000,167296,300000,378159,626000,30,1494733,434844,9650404,5555654,271333,143773,1546169,238000,1992203
Mexico,Mangrove,Conservation,,Small,4000,Opex breakeven,195179334.5861911,MEX,20000,Mexico Mangrove Conservation  Small,2900423,4208516,0.01486029761372701,0.02156230324753732,1293447,1377467,1606975,2831049,5395948,435246,8,8,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,0,0,143773,238000,803488,1477410,38448,69639,75812,120000,167296,300000,378159,626000,7.009495177872642,123771,0,2954820,1606975,348197,143773,0,238000,0
Mexico,Mangrove,Conservation,,Small,4000,Market price,195179334.5861911,MEX,20000,Mexico Mangrove Conservation  Small,5535789,9054285,0.02836257748155914,0.04638956792836915,1293447,1377467,4242342,7676818,5395948,435246,16,16,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,0,0,143773,238000,3438854,6323179,38448,69639,75812,120000,167296,300000,378159,626000,30,4969540,2635366,12646358,6877708,348197,143773,0,238000,0
Mexico,Mangrove,Conservation,,Medium,20000,Opex breakeven,195179334.5861911,MEX,20000,Mexico Mangrove Conservation  Medium,3208005,4769856,0.01643619190936091,0.02443832493902491,1293447,1377467,1914558,3392390,5395948,2176232,2,2,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,0,0,143773,238000,957279,1760193,192239,348197,75812,120000,167296,300000,378159,626000,1.670228705094143,127995,0,3520385,1914558,1740985,143773,0,238000,0
Mexico,Mangrove,Conservation,,Medium,20000,Market price,195179334.5861911,MEX,20000,Mexico Mangrove Conservation  Medium,19444996,34625559,0.099626305424323,0.1774038172299915,1293447,1377467,18151549,33248092,5395948,2176232,11,11,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,0,0,143773,238000,17194270,31615895,192239,348197,75812,120000,167296,300000,378159,626000,30,29983698,16236991,63231790,34388540,1740985,143773,0,238000,0
